Id,Label,timeset,componentnumber,strongcompnum
7559,7559,,21,146
8035,8035,,21,146
8789,8789,,21,146
8822,8822,,21,146
9003,9003,,21,146
9311,9311,,21,146
9425,9425,,21,146
9428,9428,,21,146
9588,9588,,21,146
9677,9677,,21,146
9680,9680,,21,146
